Id,SalePrice
1461,124603.1
1462,163976.64
1463,191941.72
1464,201800.77
1465,184018.5
1466,173061.16
1467,171515.03
1468,169846.61
1469,186478.2
1470,122689.9
1471,192981.14
1472,96796.3
1473,95532.45
1474,151426.78
1475,127991.57
1476,356429.5
1477,263212.44
1478,298540.34
1479,282601.84
1480,550242.8
1481,332709.12
1482,206631.1
1483,166221.72
1484,160485.3
1485,175479.81
1486,194925.52
1487,345390.8
1488,232559.34
1489,212291.11
1490,210138.23
1491,186465.77
1492,96017.09
1493,178548.28
1494,302669.03
1495,284711.88
1496,236930.3
1497,179960.16
1498,161132.94
1499,156671.67
1500,148240.23
1501,174254.4
1502,146142.53
1503,296863.56
1504,249330.22
1505,226077.19
1506,184828.44
1507,237459.62
1508,205327.72
1509,167617.31
1510,146653.11
1511,144755.14
1512,169602.36
1513,137381.12
1514,162900.38
1515,196170.9
1516,151032.9
1517,165535.94
1518,130349.44
1519,234591.53
1520,136430.75
1521,137901.2
1522,172891.75
1523,113981.234
1524,117971.12
1525,124852.06
1526,117695.46
1527,108572.164
1528,126666.64
1529,150918.14
1530,181746.83
1531,107457.69
1532,98773.16
1533,146558.45
1534,115956.97
1535,142755.2
1536,111047.625
1537,71272.05
1538,171099.75
1539,193340.9
1540,97620.914
1541,146666.53
1542,137015.94
1543,209625.62
1544,79292.805
1545,114843.664
1546,130363.234
1547,132601.44
1548,133074.22
1549,115996.234
1550,139125.47
1551,121845.8
1552,147522.67
1553,146467.9
1554,120895.05
1555,164002.45
1556,87949.98
1557,97331.9
1558,98392.95
1559,80210.28
1560,131884.33
1561,134038.4
1562,128193.74
1563,117764.96
1564,156585.64
1565,150163.4
1566,232842.06
1567,79619.09
1568,217859.61
1569,128709.35
1570,135146.9
1571,117692.99
1572,144072.03
1573,254460.83
1574,101252.64
1575,239409.47
1576,239238.53
1577,204743.27
1578,151631.27
1579,149488.28
1580,197161.0
1581,147517.6
1582,128038.2
1583,320546.22
1584,228103.4
1585,141088.55
1586,70529.01
1587,95622.78
1588,153627.88
1589,100269.22
1590,128663.2
1591,94314.79
1592,105095.82
1593,129873.195
1594,113949.06
1595,105385.68
1596,244230.16
1597,171926.25
1598,211058.3
1599,184787.36
1600,184941.81
1601,66300.25
1602,114784.09
1603,70196.84
1604,257860.12
1605,264170.56
1606,174114.05
1607,163633.75
1608,215398.67
1609,182800.06
1610,156364.78
1611,140817.28
1612,166217.12
1613,171196.53
1614,119513.23
1615,83601.04
1616,72955.836
1617,85897.27
1618,122709.32
1619,136858.31
1620,164075.36
1621,141641.56
1622,132356.2
1623,279562.34
1624,209122.44
1625,123508.27
1626,162953.98
1627,189661.75
1628,274243.22
1629,182021.75
1630,342449.1
1631,208078.81
1632,232930.9
1633,168252.0
1634,189928.72
1635,177764.84
1636,158393.06
1637,197926.64
1638,195322.81
1639,184217.27
1640,269285.06
1641,172892.56
1642,227619.9
1643,223958.94
1644,232301.98
1645,196274.77
1646,163770.36
1647,158998.6
1648,128204.625
1649,140253.03
1650,114404.22
1651,116028.54
1652,98366.4
1653,99399.38
1654,149501.11
1655,151241.61
1656,144774.19
1657,151996.11
1658,138615.45
1659,132022.75
1660,157267.33
1661,458100.62
1662,422344.1
1663,381611.66
1664,361801.88
1665,306300.78
1666,325597.53
1667,343813.03
1668,317871.0
1669,308448.88
1670,366357.28
1671,250223.27
1672,501026.06
1673,302160.0
1674,255436.53
1675,186395.89
1676,193533.88
1677,222385.45
1678,463670.34
1679,382838.28
1680,345283.78
1681,252045.86
1682,321927.6
1683,174293.62
1684,174314.73
1685,174198.08
1686,172438.25
1687,162001.03
1688,188647.39
1689,194369.56
1690,195510.3
1691,179945.39
1692,258769.89
1693,166568.45
1694,181894.9
1695,166923.23
1696,271808.94
1697,177864.9
1698,375745.47
1699,301722.3
1700,243585.14
1701,262648.75
1702,247455.05
1703,245285.92
1704,287174.3
1705,235854.27
1706,419436.8
1707,221816.95
1708,209065.61
1709,267797.38
1710,229901.22
1711,252214.42
1712,249846.27
1713,278652.53
1714,224962.47
1715,211508.44
1716,184557.88
1717,167867.67
1718,138217.06
1719,203400.78
1720,254001.12
1721,169645.39
1722,126838.66
1723,152110.95
1724,209342.53
1725,233225.42
1726,186138.66
1727,157504.03
1728,178776.25
1729,171684.75
1730,157717.92
1731,125085.305
1732,132783.53
1733,119575.48
1734,113375.64
1735,130322.71
1736,118891.51
1737,333911.62
1738,222696.38
1739,253013.52
1740,218126.95
1741,198073.17
1742,167280.2
1743,176793.22
1744,307511.34
1745,213353.22
1746,212244.75
1747,215221.27
1748,222697.66
1749,152815.42
1750,131188.5
1751,231088.45
1752,119220.664
1753,147471.61
1754,196138.72
1755,168011.66
1756,129302.484
1757,122664.98
1758,144734.72
1759,164090.22
1760,170968.28
1761,145262.95
1762,187945.27
1763,177486.86
1764,116921.734
1765,140064.3
1766,178596.3
1767,210638.44
1768,148092.14
1769,177753.66
1770,144877.1
1771,131087.81
1772,138599.33
1773,132521.53
1774,131149.47
1775,136859.48
1776,124665.74
1777,115994.8
1778,142108.77
1779,119358.09
1780,172775.38
1781,130056.64
1782,97321.96
1783,139548.84
1784,109120.875
1785,121134.75
1786,132469.86
1787,148771.48
1788,53758.816
1789,100176.8
1790,89086.484
1791,186214.12
1792,159425.7
1793,135392.78
1794,148628.39
1795,138744.4
1796,123299.375
1797,115968.03
1798,127277.18
1799,113720.21
1800,118480.07
1801,124075.305
1802,120503.91
1803,145383.53
1804,146446.95
1805,140080.86
1806,116764.17
1807,123091.77
1808,127370.555
1809,120543.1
1810,153992.1
1811,94086.6
1812,100299.25
1813,125799.14
1814,100793.945
1815,44206.746
1816,98656.05
1817,115301.29
1818,135086.34
1819,120929.41
1820,65135.35
1821,112140.5
1822,149917.16
1823,56177.47
1824,129422.27
1825,127594.99
1826,101142.43
1827,104738.016
1828,135623.34
1829,110242.93
1830,130501.68
1831,158481.0
1832,93581.62
1833,143088.19
1834,119176.22
1835,123724.836
1836,129965.38
1837,87850.97
1838,126054.586
1839,86624.336
1840,174218.52
1841,149868.4
1842,80582.22
1843,135801.81
1844,137924.36
1845,126608.43
1846,156566.53
1847,166985.8
1848,54499.797
1849,109350.06
1850,119720.734
1851,157145.89
1852,123392.42
1853,133290.14
1854,172120.5
1855,150633.88
1856,221862.64
1857,165958.45
1858,143614.39
1859,120244.69
1860,160567.81
1861,118118.14
1862,287606.28
1863,270966.25
1864,271189.88
1865,331063.25
1866,346393.28
1867,239412.67
1868,290282.22
1869,201745.55
1870,235893.17
1871,247773.36
1872,170674.72
1873,237685.73
1874,144763.02
1875,204518.25
1876,198806.31
1877,210990.67
1878,206612.17
1879,129832.95
1880,138151.44
1881,242219.1
1882,252332.06
1883,190145.3
1884,200492.31
1885,249538.12
1886,301520.1
1887,204470.47
1888,266213.78
1889,158405.0
1890,122854.87
1891,140478.06
1892,101911.41
1893,123128.28
1894,130707.695
1895,141866.11
1896,126407.914
1897,121206.86
1898,118829.27
1899,156645.69
1900,134500.92
1901,169059.44
1902,140627.25
1903,201197.38
1904,145815.64
1905,199126.98
1906,136399.66
1907,187606.62
1908,108544.01
1909,130044.484
1910,117166.63
1911,212798.88
1912,292781.94
1913,156055.95
1914,50434.387
1915,348568.8
1916,64295.742
1917,263066.38
1918,141554.73
1919,172384.48
1920,148773.89
1921,441575.25
1922,340366.28
1923,198658.11
1924,211251.0
1925,203817.48
1926,392972.84
1927,137161.45
1928,149915.16
1929,121476.72
1930,132366.42
1931,149974.92
1932,143327.2
1933,184557.36
1934,182406.66
1935,172332.22
1936,189948.66
1937,180727.75
1938,173545.92
1939,243115.4
1940,178148.23
1941,172726.11
1942,178725.97
1943,207964.94
1944,374432.3
1945,406372.75
1946,152897.34
1947,317540.12
1948,180417.08
1949,252824.17
1950,178685.06
1951,247628.31
1952,192572.27
1953,166018.94
1954,188572.75
1955,133140.23
1956,281086.7
1957,149087.22
1958,328183.16
1959,138004.22
1960,116932.44
1961,126122.28
1962,95551.49
1963,103756.37
1964,109876.93
1965,144136.89
1966,145460.22
1967,283176.22
1968,422327.56
1969,422318.72
1970,469633.72
1971,416375.97
1972,379962.97
1973,247379.53
1974,330637.28
1975,412383.47
1976,278868.4
1977,350946.4
1978,388734.38
1979,324015.6
1980,203684.39
1981,342302.8
1982,231764.27
1983,212053.34
1984,160851.81
1985,217071.52
1986,227209.12
1987,179372.11
1988,176990.42
1989,189461.08
1990,221269.73
1991,275644.44
1992,214854.19
1993,166570.36
1994,240793.66
1995,186696.02
1996,247079.39
1997,301540.5
1998,330629.72
1999,253952.2
2000,316669.78
2001,260051.16
2002,250059.61
2003,254103.12
2004,278197.7
2005,224501.03
2006,238428.12
2007,237420.44
2008,219726.45
2009,190447.11
2010,181664.52
2011,149831.97
2012,175122.05
2013,183747.56
2014,183118.67
2015,195291.34
2016,191822.78
2017,197421.97
2018,124996.94
2019,133630.73
2020,107321.48
2021,114657.836
2022,183905.17
2023,143470.11
2024,250598.67
2025,373886.0
2026,172881.52
2027,147791.06
2028,150360.6
2029,169642.97
2030,271569.8
2031,243654.61
2032,256233.64
2033,270889.5
2034,159829.6
2035,217139.42
2036,190432.75
2037,195453.44
2038,296637.72
2039,229376.94
2040,284143.62
2041,288122.38
2042,204179.16
2043,171435.23
2044,155173.1
2045,217416.47
2046,136763.08
2047,146488.02
2048,142131.95
2049,134021.16
2050,183352.12
2051,109717.03
2052,134325.44
2053,147479.06
2054,83668.516
2055,148820.16
2056,137171.8
2057,119491.58
2058,230569.6
2059,138844.88
2060,168684.67
2061,183205.12
2062,136084.83
2063,119016.64
2064,140015.16
2065,120027.805
2066,155378.92
2067,114264.32
2068,136311.62
2069,86298.71
2070,114837.086
2071,94776.625
2072,129422.766
2073,138792.19
2074,187423.33
2075,150784.5
2076,120511.03
2077,148840.88
2078,131658.38
2079,128894.34
2080,113342.234
2081,123761.305
2082,135263.86
2083,147363.48
2084,112569.42
2085,126056.51
2086,115372.56
2087,119878.055
2088,94863.8
2089,81038.38
2090,129763.875
2091,118178.2
2092,126064.56
2093,118326.5
2094,112766.27
2095,145680.53
2096,80184.2
2097,98479.6
2098,142562.56
2099,51836.805
2100,82915.41
2101,123308.08
2102,127445.52
2103,105439.37
2104,132936.22
2105,128493.87
2106,62187.523
2107,217541.95
2108,116516.89
2109,106382.445
2110,126437.33
2111,146240.4
2112,138007.9
2113,123112.195
2114,113220.805
2115,156790.95
2116,117097.04
2117,142337.72
2118,118816.47
2119,107787.36
2120,113736.7
2121,93264.35
2122,106759.1
2123,85309.48
2124,174471.08
2125,129002.93
2126,154093.9
2127,152526.7
2128,125463.91
2129,107813.984
2130,149133.72
2131,140648.84
2132,110499.87
2133,123461.75
2134,124361.75
2135,97979.54
2136,66678.74
2137,109368.21
2138,127369.83
2139,153599.02
2140,137420.83
2141,135564.89
2142,127128.94
2143,139164.36
2144,124389.625
2145,135649.2
2146,164790.75
2147,120398.336
2148,136911.31
2149,143048.48
2150,222850.83
2151,110877.04
2152,179854.64
2153,158802.95
2154,104769.29
2155,143842.75
2156,258917.02
2157,224154.88
2158,231109.84
2159,200179.36
2160,165034.05
2161,245610.12
2162,375161.84
2163,351940.8
2164,241133.98
2165,193918.9
2166,148727.64
2167,229096.89
2168,200349.72
2169,196547.67
2170,224780.81
2171,144798.77
2172,131358.12
2173,149128.73
2174,220200.77
2175,300689.06
2176,330470.53
2177,241705.9
2178,209965.16
2179,143292.89
2180,225702.34
2181,189488.72
2182,225865.34
2183,193338.7
2184,125159.28
2185,111179.45
2186,141247.4
2187,145475.75
2188,159122.83
2189,224785.11
2190,80946.54
2191,82608.055
2192,88312.984
2193,100013.66
2194,105763.45
2195,110904.64
2196,102921.53
2197,116591.03
2198,165070.72
2199,166922.75
2200,140885.52
2201,139231.53
2202,208295.42
2203,149978.92
2204,191778.33
2205,122874.32
2206,130945.875
2207,239454.23
2208,249960.42
2209,220855.25
2210,119588.37
